id,flow_id,question_id,type,prompt,image,options,correct_answer,category,difficulty,has_reinforcement,order_index,created_at,subskill,subtitle,sequence,display_ms,target_position,sequence_variant,target_delay_ms,time_limit_ms
61f45217-61cd-4d16-b1da-97aa677b925e,f0000000-0000-0000-0000-000000000006,8010,likert,I easily visualize 3D objects in my mind,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,spatial,2,f,10,2026-09-15 00:00:00+00,,,,,,,,
c32efa9b-fe10-4bb8-853e-e0771ca83ffb,f0000000-0000-0000-0000-000000000006,8011,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,2,t,11,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
b9601d66-bc42-4800-ba66-4933a84fece5,f0000000-0000-0000-0000-000000000006,8012,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,pattern,2,f,12,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
a9992132-5fa0-4bb8-82b8-402fc9951d2c,f0000000-0000-0000-0000-000000000006,8013,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,logic,2,f,13,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
8eaa2c22-db56-40a4-ad77-7de9ab1b9dbc,f0000000-0000-0000-0000-000000000006,8014,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",3,spatial,2,f,14,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
f76dbdf3-bc68-49ee-b6cb-feb4c61feb1c,f0000000-0000-0000-0000-000000000006,8015,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,pattern,2,f,15,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
33aa477e-c268-4d77-8b74-371c9766b2c1,f0000000-0000-0000-0000-000000000006,8016,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",5,logic,2,f,16,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
faeb40d3-53a2-487a-b65c-36c8086b809e,f0000000-0000-0000-0000-000000000006,8017,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,3,f,17,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
89655b33-93df-4cc4-aa33-8f10635cd049,f0000000-0000-0000-0000-000000000006,8018,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,pattern,3,f,18,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
d76d3f36-d920-43b0-888e-13a3fc9dd148,f0000000-0000-0000-0000-000000000006,8019,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,logic,3,f,19,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
8f4d8951-726e-466c-96c1-8114eb644b8a,f0000000-0000-0000-0000-000000000006,8020,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",3,spatial,3,f,20,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
3d29fb88-c295-4abe-8935-d915ddbac05f,f0000000-0000-0000-0000-000000000006,8021,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,pattern,3,f,21,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
becc0fa4-b109-4b36-87eb-e1c9a0d9a7ad,f0000000-0000-0000-0000-000000000006,8022,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",5,logic,3,t,22,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
0cbc24b5-b1f2-4a43-bffa-93cba2bed9f4,f0000000-0000-0000-0000-000000000006,8023,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,3,f,23,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
f8d3a956-7c96-437c-b944-cec756428ac6,f0000000-0000-0000-0000-000000000006,8024,multipleChoice,Which word did we ask you to remember at the start?,,"[""Focus"", ""Logic"", ""Reason"", ""Insight"", ""Memory""]",3,speed,3,f,24,2026-09-15 00:00:00+00,word-recall,,,,,,,
0157833f-2ed3-417d-8ff6-98067d067d0a,f0000000-0000-0000-0000-000000000006,8025,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,4,f,25,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
04d4769e-fa49-4246-a49e-1cb330f22301,f0000000-0000-0000-0000-000000000006,8026,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",3,logic,4,f,26,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
021009f1-d652-4d45-90f5-e1cfbd3890c4,f0000000-0000-0000-0000-000000000006,8027,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,spatial,4,f,27,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
16035704-a693-4273-8b0a-cba018c08c99,f0000000-0000-0000-0000-000000000006,8028,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",5,pattern,4,t,28,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
f9802499-54eb-4033-aaf1-4b491b8b469c,f0000000-0000-0000-0000-000000000006,8029,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,logic,4,f,29,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
5b521064-446b-4fbb-b9dc-0c1387dab1a6,f0000000-0000-0000-0000-000000000006,8030,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,spatial,4,f,30,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
af3df5c9-c1a7-4f74-ab0d-ca3fb9b72e3b,f0000000-0000-0000-0000-000000000006,8031,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,4,t,31,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
5fa3546c-32ef-4e5c-9e9d-bc5c37c2338f,f0000000-0000-0000-0000-000000000006,8032,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",3,logic,4,f,32,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
c511da09-2e90-4a83-b5bd-f06a689820d1,f0000000-0000-0000-0000-000000000006,8033,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,spatial,5,f,33,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
6ebbfab1-d158-4593-939c-238f563cd755,f0000000-0000-0000-0000-000000000006,8034,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",5,pattern,5,f,34,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
01ea99af-0ccd-48bc-97d1-736dfca8b410,f0000000-0000-0000-0000-000000000006,8035,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,logic,5,t,35,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
c71b750b-7efd-4cf9-92f6-f4fb91b45c89,f0000000-0000-0000-0000-000000000006,8036,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,spatial,5,f,36,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
80a1b2bd-379e-4731-8d51-ff328ce9a4ad,f0000000-0000-0000-0000-000000000006,8037,likert,I believe intelligence develops through continuous effort,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,self,5,f,37,2026-09-15 00:00:00+00,,,,,,,,
d0869616-159f-484d-93db-c634fd4c611c,f0000000-0000-0000-0000-000000000006,8038,likert,I often reflect on how I perform compared to others,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,self,5,t,38,2026-09-15 00:00:00+00,,,,,,,,
516a04c4-a032-4253-966d-7f6bb0733e0f,f0000000-0000-0000-0000-000000000006,8039,personal,What is your age?,,"[""18\u201325"", ""26\u201329"", ""30\u201344"", ""45\u201360"", ""61 or older""]",,self,5,f,39,2026-09-15 00:00:00+00,age,,,,,,,
7c526eb2-fa53-491b-b41f-565a7ddc3cde,f0000000-0000-0000-0000-000000000006,8040,personal,What is your education level?,,"[""Some High School"", ""High School Diploma"", ""College/Trade School"", ""Bachelor's Degree"", ""Graduate Degree""]",,self,5,f,40,2026-09-15 00:00:00+00,education,,,,,,,
622969c6-fda2-416e-a12c-59577068bce6,f0000000-0000-0000-0000-000000000007,9001,multipleChoice,A farmer has 17 sheep. All but 9 die. How many are left?,,"[""8"", ""9"", ""17"", ""0"", ""4""]",1,logic,1,f,1,2026-09-15 00:00:00+00,,,,,,,,
60afdacd-d659-49b0-8c38-6ccab97b51af,f0000000-0000-0000-0000-000000000007,9002,multipleChoice,You pass the person in 4th place. What place are you now?,,"[""2nd"", ""3rd"", ""4th"", ""5th"", ""1st""]",2,logic,1,f,2,2026-09-15 00:00:00+00,,,,,,,,
f7d24b70-2b07-4ffe-bc15-55c51ade1370,f0000000-0000-0000-0000-000000000007,9003,multipleChoice,How many edges does a cube have?,,"[""6"", ""8"", ""10"", ""12"", ""14""]",3,spatial,1,f,3,2026-09-15 00:00:00+00,,,,,,,,
a4e04321-9a34-44ea-bd21-6526a276a282,f0000000-0000-0000-0000-000000000007,9004,likert,I prefer learning through hands-on experience,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,self,1,f,4,2026-09-15 00:00:00+00,,,,,,,,
1cd60d72-735c-4187-b6af-4319ca7794d6,f0000000-0000-0000-0000-000000000007,9005,sequence,"What number comes next?
3, 6, 12, 24, ___",,"[""30"", ""32"", ""42"", ""48"", ""54""]",3,pattern,1,f,5,2026-09-15 00:00:00+00,,,,,,,,
b9085a2b-b3ec-4eaf-9278-908b027d8457,f0000000-0000-0000-0000-000000000007,9006,sequence,"What number is missing?
4, 8, 12, 16, ___, 24",,"[""18"", ""19"", ""20"", ""21"", ""22""]",2,pattern,1,f,6,2026-09-15 00:00:00+00,,,,,,,,
ace5027f-1f6c-4329-be36-0c32393c44a0,f0000000-0000-0000-0000-000000000007,9007,memorySequence,What was the 2nd digit?,,"[""6"", ""4"", ""8"", ""1"", ""7""]",1,speed,1,f,7,2026-09-15 00:00:00+00,timed-number,,"[""6"", ""4"", ""8"", ""7""]",4000,2,,,
6225f77d-b06a-4632-a74f-4e74f324f624,f0000000-0000-0000-0000-000000000007,9008,memorySequence,What was the 3rd digit?,,"[""9"", ""3"", ""7"", ""2"", ""5""]",2,speed,1,f,8,2026-09-15 00:00:00+00,timed-number,,"[""5"", ""9"", ""7"", ""3"", ""2""]",4000,3,,,
0e5538da-ad28-4111-b290-3c780cefb16c,f0000000-0000-0000-0000-000000000007,9009,memorySequence,What was the 4th digit?,,"[""8"", ""2"", ""6"", ""4"", ""9""]",1,speed,2,f,9,2026-09-15 00:00:00+00,timed-number,,"[""4"", ""8"", ""6"", ""2"", ""9"", ""1""]",4000,4,,,
086be11d-fbf2-4b7f-9df0-993a5f8fbd2f,f0000000-0000-0000-0000-000000000007,9010,likert,I easily visualize 3D objects in my mind,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,spatial,2,f,10,2026-09-15 00:00:00+00,,,,,,,,
bef3af6e-f5d7-40fc-b2af-aefe5bfa9d70,f0000000-0000-0000-0000-000000000007,9011,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,2,t,11,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
1f1369f6-d9e0-4fc0-be93-cb3498a757fb,f0000000-0000-0000-0000-000000000007,9012,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,pattern,2,f,12,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
04a98433-2d1c-48c1-b49c-ca9441d91a95,f0000000-0000-0000-0000-000000000007,9013,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,logic,2,f,13,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
2e919e64-d234-4a06-9021-6ff9da69fc80,f0000000-0000-0000-0000-000000000007,9014,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",3,spatial,2,f,14,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
9b0bef30-8f1e-42de-bdc1-ccf85169d4fd,f0000000-0000-0000-0000-000000000007,9015,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,pattern,2,f,15,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
d0f10307-e194-4c78-8c0f-a9f39c0b9eff,f0000000-0000-0000-0000-000000000007,9016,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",5,logic,2,f,16,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
d75928b5-913b-4627-868b-5290c7efcafb,f0000000-0000-0000-0000-000000000007,9017,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,3,f,17,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
424cb1ce-ebe0-4a78-9b51-9538d2ea43b0,f0000000-0000-0000-0000-000000000007,9018,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,pattern,3,f,18,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
65e29be1-bf3d-4c7d-91ee-ab4e9ae97d51,f0000000-0000-0000-0000-000000000007,9019,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,logic,3,f,19,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
a62ae0ca-9003-4ae3-8477-efdb7e30f9a6,f0000000-0000-0000-0000-000000000007,9020,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",3,spatial,3,f,20,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
ce8d9c9d-dcc7-4717-b505-4b9d6106c048,f0000000-0000-0000-0000-000000000007,9021,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,pattern,3,f,21,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
19f4f370-0378-411d-b0b8-94d7f0c1b222,f0000000-0000-0000-0000-000000000007,9022,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",5,logic,3,t,22,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
ebd55803-7cbd-4405-863c-47182f9ad0d4,f0000000-0000-0000-0000-000000000007,9023,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,3,f,23,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
a49ac8c5-b54e-4d8a-a7d5-da67f74c8a26,f0000000-0000-0000-0000-000000000007,9024,multipleChoice,Which word did we ask you to remember at the start?,,"[""Focus"", ""Logic"", ""Reason"", ""Insight"", ""Memory""]",3,speed,3,f,24,2026-09-15 00:00:00+00,word-recall,,,,,,,
6235d5b2-fc4e-4450-b720-14793a67005f,f0000000-0000-0000-0000-000000000007,9025,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,4,f,25,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
f4bf9425-8607-402e-b3fa-dc4a3c0eaff9,f0000000-0000-0000-0000-000000000007,9026,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",3,logic,4,f,26,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
0ccc747d-b720-48ab-b882-8f4cc59dd119,f0000000-0000-0000-0000-000000000007,9027,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,spatial,4,f,27,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
0f2dc851-b3a5-48d8-ac79-06993b0b1584,f0000000-0000-0000-0000-000000000007,9028,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",5,pattern,4,t,28,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
88ce7e0d-2440-429f-a70d-b49393362946,f0000000-0000-0000-0000-000000000007,9029,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,logic,4,f,29,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
e5914123-c30f-43e4-b473-757da001f1f8,f0000000-0000-0000-0000-000000000007,9030,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,spatial,4,f,30,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
e7d71439-f7f3-4881-996f-c96df8980afb,f0000000-0000-0000-0000-000000000007,9031,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,4,t,31,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
8c26a0f8-cb34-457f-9541-f1f553285c00,f0000000-0000-0000-0000-000000000007,9032,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",3,logic,4,f,32,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
2d5d3b42-3f34-4877-b8d9-e9eba4217d5a,f0000000-0000-0000-0000-000000000007,9033,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,spatial,5,f,33,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
c24071ef-cc0b-4f54-ae75-d32178ae0eae,f0000000-0000-0000-0000-000000000007,9034,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",5,pattern,5,f,34,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
38d126be-24fc-4a87-9466-ba5741e7d8a0,f0000000-0000-0000-0000-000000000007,9035,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,logic,5,t,35,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
eb6c8156-3887-42ef-b38e-2f885c580ddd,f0000000-0000-0000-0000-000000000007,9036,visualPuzzle,Choose your answer:,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,spatial,5,f,36,2026-09-15 00:00:00+00,visual-placeholder,,,,,,,
b3d9329f-53bb-4946-87ef-0f7d5b8085e2,f0000000-0000-0000-0000-000000000007,9037,likert,I believe intelligence develops through continuous effort,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,self,5,f,37,2026-09-15 00:00:00+00,,,,,,,,
cff2c53c-9ca8-477a-8612-92cd610bc0cc,f0000000-0000-0000-0000-000000000007,9038,likert,I often reflect on how I perform compared to others,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,self,5,t,38,2026-09-15 00:00:00+00,,,,,,,,
31e9b030-1a59-4abc-91cc-16699985b790,f0000000-0000-0000-0000-000000000007,9039,personal,What is your age?,,"[""18\u201325"", ""26\u201329"", ""30\u201344"", ""45\u201360"", ""61 or older""]",,self,5,f,39,2026-09-15 00:00:00+00,age,,,,,,,
680ca7b5-fdd1-4efa-8bb1-49902276326a,f0000000-0000-0000-0000-000000000007,9040,personal,What is your education level?,,"[""Some High School"", ""High School Diploma"", ""College/Trade School"", ""Bachelor's Degree"", ""Graduate Degree""]",,self,5,f,40,2026-09-15 00:00:00+00,education,,,,,,,
6e238e65-34e6-5e31-9a80-a5494f8ee3a5,f0000000-0000-0000-0000-000000000005,3,multipleChoice,A farmer has 17 sheep. All but 9 run away. How many are left?,,"[""8"", ""9"", ""7"", ""17"", ""0""]",1,speed,1,f,3,2026-07-24 21:56:03.873952+00,quick recall,,,,,,,
e7d3fde1-ff1b-53c7-ab45-7fde9e36c057,f0000000-0000-0000-0000-000000000005,4,multipleChoice,How many sides does a hexagon have?,,"[""5"", ""6"", ""4"", ""7"", ""8""]",1,logic,1,f,4,2026-07-24 21:56:03.873952+00,metacognition,,,,,,,
4ac15dba-9a75-523f-bc46-99a89ec65fe7,f0000000-0000-0000-0000-000000000005,5,likert,I enjoy solving problems and puzzles,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,logic,1,f,5,2026-07-24 21:56:03.873952+00,numeric sequence,,,,,,,
abc8d96f-dfc3-5d37-9984-7dc87d399af1,f0000000-0000-0000-0000-000000000005,1,likert,I like challenges that reveal how I think.,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,self,1,f,1,2026-07-24 21:56:03.873952+00,self-efficacy,,,,,,,
a07ae799-0bd4-5b91-b667-e77c565d0e6f,f0000000-0000-0000-0000-000000000005,2,likert,I often find patterns in things around me.,,"[""Strongly disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly agree""]",,pattern,1,f,2,2026-07-24 21:56:03.873952+00,deductive reasoning,,,,,,,
b0ce6f40-815c-547c-91be-c24ed4f851fa,f0000000-0000-0000-0000-000000000005,6,sequence,"2, 4, 6, 8, ___

What number completes the pattern?",,"[""8"", ""9"", ""10"", ""11"", ""12""]",2,logic,2,f,6,2026-07-24 21:56:03.873952+00,arithmetic reasoning,,,,,,,
6c345e92-fcf0-524a-bad9-a03f748d953e,f0000000-0000-0000-0000-000000000005,7,sequence,"1, 3, 6, 10, ___

What number completes the pattern?",,"[""11"", ""12"", ""13"", ""14"", ""15""]",4,pattern,2,f,7,2026-07-24 21:56:03.873952+00,verbal analogy,,,,,,,
aad8b65e-d340-5228-853d-bc00eb0ee374,f0000000-0000-0000-0000-000000000005,8,analogy,"7, 14, 21, ___, 35

What number is missing?",,"[""24"", ""26"", ""28"", ""30"", ""32""]",2,pattern,2,f,8,2026-07-24 21:56:03.873952+00,verbal analogy,,,,,,,
203dfd46-21b5-546d-bb0d-a6762996eaf0,f0000000-0000-0000-0000-000000000005,9,multiple_choice,Bird is to nest as bee is to:,,"[""Honey"", ""Flower"", ""Hive"", ""Wing"", ""Insect""]",2,self,1,f,9,2026-07-24 21:56:03.873952+00,attention,,,,,,,
6ffedc77-6db5-5b4e-aa8a-e89b8b63d882,f0000000-0000-0000-0000-000000000005,10,multiple_choice,Pen is to writing as knife is to:,,"[""Kitchen"", ""Spoon"", ""Cutting"", ""Plate"", ""Food""]",2,self,1,f,10,2026-07-24 21:56:03.873952+00,spatial self-assessment,,,,,,,
26daaac3-4273-51d4-b3d3-e79663312f75,f0000000-0000-0000-0000-000000000005,11,likert,I often notice patterns that others miss.,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,spatial,1,f,11,2026-07-24 21:56:03.873952+00,grid completion,,,,,,,
a9029490-3a42-5844-8952-382057fec4b2,f0000000-0000-0000-0000-000000000005,12,likert,I can quickly understand complex diagrams or charts.,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,spatial,1,f,12,2026-07-24 21:56:03.873952+00,directional pattern,,,,,,,
aa024009-d0fc-58b3-99d7-46552db10bfe,f0000000-0000-0000-0000-000000000005,14,visualPuzzle,Choose your answer:,static_q14,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,spatial,2,t,13,2026-07-24 21:56:03.873952+00,tiling,,,,,,,
aba48ff6-eb1d-5780-bb80-49cb8a462f1f,f0000000-0000-0000-0000-000000000005,16,visualPuzzle,Choose your answer:,static_q16,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,2,f,14,2026-07-24 21:56:03.873952+00,fragment matching,,,,,,,
85655dbb-850a-515c-8f3f-78ed6197a8f5,f0000000-0000-0000-0000-000000000005,17,visualPuzzle,Choose your answer:,static_q17,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,2,f,15,2026-07-24 21:56:03.873952+00,attribute matrix,,,,,,,
3a0fe60c-7033-5759-91bc-4dc40035df83,f0000000-0000-0000-0000-000000000005,18,visualPuzzle,Choose your answer:,static_q18,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,3,f,16,2026-07-24 21:56:03.873952+00,attribute matrix,,,,,,,
28c94433-9e5d-56be-b544-ae692e2cea6b,f0000000-0000-0000-0000-000000000005,19,visualPuzzle,Choose your answer:,static_q19,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,pattern,3,f,17,2026-07-24 21:56:03.873952+00,attribute matrix,,,,,,,
862cac82-9e48-54d7-b721-bc9771634536,f0000000-0000-0000-0000-000000000005,20,visualPuzzle,Choose your answer:,static_q20,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",3,pattern,3,t,18,2026-07-24 21:56:03.873952+00,attribute matrix,,,,,,,
dd8eb985-0a7e-5f21-b5b7-34945cbaec0c,f0000000-0000-0000-0000-000000000005,21,visualPuzzle,Choose your answer:,static_q21,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,logic,2,f,19,2026-07-24 21:56:03.873952+00,shape transformation,,,,,,,
73327af6-847d-59bd-97b7-482e59d92539,f0000000-0000-0000-0000-000000000005,22,visualPuzzle,Choose your answer:,static_q22,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,spatial,2,f,20,2026-07-24 21:56:03.873952+00,dimensional transform,,,,,,,
e348498b-c014-5e9b-9c88-e13d00f392f3,f0000000-0000-0000-0000-000000000005,23,visualPuzzle,Choose your answer:,static_q23,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,pattern,1,f,21,2026-07-24 21:56:03.873952+00,nested rule extraction,,,,,,,
9f865148-dd2b-5f8a-9608-79bfecc498f9,f0000000-0000-0000-0000-000000000005,24,visualPuzzle,Choose your answer:,static_q24,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,2,f,22,2026-07-24 21:56:03.873952+00,quantitative pattern,,,,,,,
9b22535a-1d6f-57d8-aade-990419847d2c,f0000000-0000-0000-0000-000000000005,25,visualPuzzle,Choose your answer:,static_q25,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,pattern,3,f,23,2026-07-24 21:56:03.873952+00,feature permutation,,,,,,,
7ef9ff6c-d70e-57a8-8602-772569bd0054,f0000000-0000-0000-0000-000000000005,26,visualPuzzle,Choose your answer:,static_q26,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,pattern,2,f,24,2026-07-24 21:56:03.873952+00,division rule,,,,,,,
47decbc9-69c6-5249-91a0-fbf94e89ff8b,f0000000-0000-0000-0000-000000000005,27,visualPuzzle,Choose your answer:,static_q27,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,4,f,25,2026-07-24 21:56:03.873952+00,multi-attribute,,,,,,,
